mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_82689,OC1C2CC3N2C13C#C,2.90597,1.59197,1.23348,1.449,76.11,-0.2462,0.0162,0.2624,1014.9066,0.123919,-400.65234,-400.644646,-400.643702,-400.68425,30.122
gdb_129949,c1c(c(=O)c(no1)O)N,2.4808,1.84366,1.05879,2.8816,66.6,-0.2202,-0.0613,0.1589,1024.2578,0.089708,-489.876071,-489.868578,-489.867634,-489.907868,28.721
gdb_40431,C1CC1C12CC1OCO2,3.44046,1.30202,1.16748,0.9788,74.91,-0.2232,0.0834,0.3066,1119.4389,0.159757,-422.98506,-422.977214,-422.976269,-423.017669,30.567
gdb_102055,COC(C=O)C(C)(C)O,2.1795,1.31782,1.03428,2.6671,75.6,-0.235,-0.0214,0.2135,1268.0246,0.177061,-461.362133,-461.350895,-461.349951,-461.398274,39.97
gdb_31060,CNc1cc([nH]c1O)N,2.39439,1.30895,0.86093,1.1336,77.28,-0.1549,0.0571,0.2121,1323.5605,0.147754,-435.274959,-435.265026,-435.264082,-435.310193,35.825
gdb_128001,CN=c1c(=O)[nH]cno1,2.62918,1.64356,1.01773,3.4118,70.12,-0.2526,-0.0571,0.1955,1093.329,0.100435,-469.997186,-469.988982,-469.988038,-470.031252,28.736
gdb_46340,O=C1CCC1C#CC#N,4.22894,0.7491,0.66703,6.265,83.8,-0.2631,-0.0539,0.2092,1587.6098,0.099994,-399.543099,-399.534734,-399.53379,-399.577282,29.478
gdb_97182,CN=C1CCNC(=O)O1,2.66999,1.39825,0.96164,3.8282,73.29,-0.2567,0.0025,0.2592,1204.3401,0.13697,-455.20383,-455.195163,-455.194218,-455.238119,30.901
gdb_11037,CC12CCC(O)C1O2,4.04958,1.70646,1.40699,2.0328,66.73,-0.2478,0.0797,0.3275,924.9852,0.153984,-384.942793,-384.935129,-384.934185,-384.974401,29.699
gdb_65196,OC1(CC1)C1CN1C=O,3.31727,1.15194,1.04014,4.4175,74.32,-0.2448,0.014,0.2588,1196.7183,0.146133,-439.056234,-439.047443,-439.046499,-439.090016,32.853
gdb_72086,OC12CC3CC1C2C=C3,2.86214,1.76583,1.61209,0.96,78.35,-0.2143,0.0222,0.2366,927.1893,0.162511,-385.904533,-385.89775,-385.896806,-385.935017,29.449
gdb_118881,CCOC1(C)CC2OC12,2.86318,1.15116,0.99858,2.5962,78.78,-0.2467,0.0835,0.3302,1303.8937,0.179849,-424.181352,-424.171905,-424.170961,-424.21581,35.404
gdb_100035,CCC(C)(C)C1CC1C,2.75851,0.98997,0.91794,0.0642,96.11,-0.2594,0.0745,0.3338,1505.6751,0.250279,-353.551982,-353.540674,-353.53973,-353.588351,43.03
gdb_85023,CC1OC(=N)C(O)C1=O,2.35855,1.6644,1.0575,3.1704,66.82,-0.2555,-0.0458,0.2096,1103.5152,0.122847,-475.051586,-475.042972,-475.042028,-475.085112,31.532
gdb_40283,C1CCCC2(CC1)CC2,2.38198,1.44339,1.10837,0.1552,91.54,-0.2588,0.0745,0.3334,1243.0294,0.232172,-352.364384,-352.355618,-352.354674,-352.397495,35.468
gdb_70540,CC12CC1CCC(=O)N2,2.58768,1.49725,1.15072,3.8212,79.44,-0.2317,0.0362,0.2679,1131.9294,0.172687,-403.192877,-403.184594,-403.183649,-403.225531,32.764
gdb_27211,c1cn2c(c1O)C=CC2,3.2945,1.63078,1.09831,1.4376,81.36,-0.1721,-0.0035,0.1685,1044.3786,0.126607,-400.786877,-400.779642,-400.778698,-400.818315,28.54
gdb_17676,CC1CC1(O)C1CO1,4.24589,1.36881,1.32837,1.2603,68.71,-0.2428,0.0811,0.3239,1013.9272,0.152358,-384.904062,-384.895821,-384.894877,-384.936453,31.111
gdb_97371,CN=COC(C)C1CC1,3.04828,0.83885,0.71884,2.7601,87.85,-0.2455,0.0283,0.2737,1676.4331,0.191968,-404.335571,-404.325181,-404.324237,-404.371873,37.266
gdb_63333,CC1(C)NC(=O)NC1=N,2.55015,1.47859,1.17342,1.4705,74.34,-0.2506,0.009,0.2596,1103.5649,0.148011,-435.345273,-435.336257,-435.335313,-435.378829,34.012
gdb_114349,OCC1CC2C(O)C2O1,3.1285,1.17624,1.11349,2.0361,70.31,-0.2433,0.0635,0.3069,1168.6685,0.159818,-460.137781,-460.12943,-460.128485,-460.171014,32.244
gdb_126950,CCNc1n[nH]c(=O)o1,6.34642,0.81479,0.73035,4.1976,68.54,-0.214,0.0386,0.2526,1506.9594,0.124735,-471.2477,-471.238845,-471.237901,-471.282084,31.187
gdb_66976,CC12C3C(CN13)C2C=O,2.85514,1.50679,1.1524,2.0598,76.84,-0.2493,-0.0245,0.2247,1079.6367,0.147099,-401.892784,-401.884872,-401.883928,-401.925319,30.248
gdb_113841,OCC1CC1C1CC1O,2.08398,1.51553,1.10809,3.1127,78.66,-0.2147,0.0559,0.2707,1186.373,0.182624,-424.182138,-424.173027,-424.172083,-424.215668,35.483
gdb_85199,CC1OC(=O)C1CC#N,2.6544,1.20719,0.89282,6.2447,68.99,-0.2857,-0.0081,0.2776,1258.7234,0.123628,-437.928691,-437.919961,-437.919017,-437.962988,30.798
gdb_101405,CCC(C)C1OCC1=O,2.84201,1.04619,0.82407,1.0585,79.89,-0.2546,-0.0314,0.2232,1443.905,0.180018,-424.231808,-424.221835,-424.22089,-424.267195,35.992
gdb_9293,OCC(O)CCC=O,3.70826,0.87405,0.74451,2.9948,65.74,-0.2474,-0.0183,0.2291,1466.3784,0.15074,-422.076107,-422.066402,-422.065458,-422.111641,33.415
gdb_59958,CC(C)CC([NH3+])C([O-])=O,2.8931,0.82467,0.75604,5.1791,78.43,-0.2484,0.0187,0.2671,1615.3706,0.193222,-441.530683,-441.520132,-441.519188,-441.567006,38.509
gdb_84872,CC1C=CCCC(C)=C1,2.11975,1.47008,0.9546,0.2037,94.76,-0.2243,0.0261,0.2505,1334.299,0.206605,-351.173637,-351.164233,-351.163289,-351.208227,36.115
gdb_87716,CC1NC11CC(O)C1O,2.42222,1.31211,1.19001,1.3121,75.07,-0.2387,0.0534,0.292,1166.9438,0.169824,-440.244803,-440.23542,-440.234476,-440.278831,35.446
gdb_129075,N=C1C=NNC=NC1=N,2.54913,1.81741,1.17712,5.0819,76.46,-0.2457,-0.0715,0.1742,995.8197,0.103708,-429.023718,-429.016362,-429.015417,-429.056197,27.212
gdb_51575,O=CCN1CC1C1CO1,3.6058,0.90145,0.80305,4.2712,73.23,-0.2426,-0.0207,0.2219,1423.6928,0.145328,-439.02632,-439.017294,-439.016349,-439.061492,31.804
gdb_48813,O=CC12CC1CN=CO2,3.09918,1.46641,1.18664,3.2786,70.73,-0.2592,-0.0295,0.2297,1037.916,0.124762,-437.887947,-437.880403,-437.879459,-437.920316,28.304
gdb_91630,CC1OC2CC1C1CC21,2.87475,1.69754,1.50999,1.384,80.37,-0.2343,0.0908,0.3251,991.2438,0.185918,-387.086959,-387.07987,-387.078926,-387.117943,30.33
gdb_97414,CN=COC1CN=CO1,5.53547,0.78305,0.73574,2.9492,73.92,-0.2611,0.0096,0.2707,1548.5883,0.135631,-455.153268,-455.144595,-455.143651,-455.187911,30.262
gdb_1020,C#Cc1cocn1,9.771,1.98032,1.6466,1.6111,56.32,-0.2394,-0.021,0.2184,680.202,0.067486,-322.17057,-322.165034,-322.16409,-322.199819,20.24
gdb_112362,CCC1NC(=N)NC1=O,2.28572,1.41264,0.92948,1.0982,75.65,-0.2346,-0.0001,0.2344,1258.646,0.148801,-435.334514,-435.325584,-435.32464,-435.368596,32.956
gdb_51023,N=COC1(COC1)C#C,2.29155,1.3458,0.98853,3.3661,73.18,-0.2656,0.0081,0.2737,1204.2943,0.121581,-437.811218,-437.802109,-437.801165,-437.846277,31.948
gdb_28511,c1c(c(cnc1O)O)N,3.24116,1.36106,0.95915,2.4201,72.77,-0.2007,0.0002,0.201,1139.0403,0.114478,-454.017032,-454.009191,-454.008247,-454.048862,30.97
gdb_97177,CN=C1CC(=O)CCO1,3.18508,1.17341,0.93016,3.3128,75.59,-0.2467,-0.0275,0.2191,1265.5382,0.146878,-439.119127,-439.110218,-439.109274,-439.154483,31.862
gdb_77691,CC1(O)CC2(CN2)C1O,2.67521,1.34562,1.19734,3.5559,75.1,-0.2424,0.0664,0.3087,1135.0405,0.169449,-440.246837,-440.237635,-440.236691,-440.280187,35.886
gdb_18993,C1OC2C3CC(C3)C12,4.17688,2.18853,2.03183,1.7917,69.88,-0.2431,0.0872,0.3303,748.6607,0.15776,-347.770054,-347.764404,-347.76346,-347.799459,24.188
gdb_9387,CCOCC(C)C#N,5.38957,0.85643,0.7709,3.9682,73.51,-0.2709,0.0369,0.3079,1479.1196,0.163523,-365.079495,-365.069729,-365.068785,-365.114809,33.468
gdb_14877,CCC1OCC1OC,3.61078,1.34318,1.07129,2.0995,72.04,-0.2444,0.074,0.3184,1170.5912,0.175543,-386.113405,-386.104212,-386.103268,-386.147915,32.241
gdb_73193,CC12COC1CC2C=O,2.26196,1.50542,1.37574,2.8732,75.3,-0.2427,-0.0267,0.216,1067.3311,0.157807,-423.00252,-422.993885,-422.992941,-423.036196,31.999
gdb_53399,CC#CC1COC1C#C,2.41869,1.12138,0.83228,2.1412,82.3,-0.2484,0.0192,0.2677,1399.0163,0.133074,-384.605105,-384.595301,-384.594357,-384.642494,33.719
gdb_101797,COC(C)CNC(C)=O,2.92113,0.8061,0.67191,3.5618,81.3,-0.2379,0.0409,0.2788,1738.0869,0.191258,-441.519552,-441.508093,-441.507149,-441.558215,39.289
gdb_96913,CN=C1CC2(CC2C)O1,4.44009,0.88997,0.84863,2.3009,84.11,-0.2357,0.0334,0.2691,1465.9395,0.169129,-403.134101,-403.124611,-403.123666,-403.168762,34.676
gdb_35413,N#CC1OC2C3NC3C12,3.10566,1.68249,1.38676,5.7019,68.38,-0.2467,0.0057,0.2524,924.4886,0.11384,-416.726463,-416.719669,-416.718724,-416.757721,26.587
gdb_17574,OC12CC(C1)C1CC21,3.34668,2.36015,1.89644,1.3025,70.27,-0.2449,0.0769,0.3218,776.3251,0.15613,-347.763457,-347.757201,-347.756257,-347.79321,27.058
gdb_96388,CC1CCCNC1C#N,1.99762,1.64461,1.18361,4.5074,81.65,-0.2358,0.0275,0.2633,1155.1837,0.184949,-383.298441,-383.289651,-383.288707,-383.33157,33.962
gdb_71776,OC12CC3C4OC1C2C34,3.22063,1.85852,1.62675,0.6063,68.89,-0.2178,0.0744,0.2921,865.4112,0.138338,-421.805711,-421.799387,-421.798443,-421.835916,27.194
gdb_928,c1cncoc1=O,6.0484,2.89053,1.95584,2.3383,50.57,-0.2693,-0.0727,0.1966,583.7262,0.06869,-359.369049,-359.363934,-359.36299,-359.398,18.589
gdb_26700,Cc1c(c(oc1O)O)C,2.23386,1.61296,0.95059,0.8968,72.23,-0.182,0.044,0.226,1200.473,0.133011,-458.999574,-458.989636,-458.988691,-459.034156,35.091
gdb_51190,O=CCC12CC3C(C1)N23,4.24261,1.09213,1.0291,2.4737,75.37,-0.2515,-0.0298,0.2217,1181.9064,0.147596,-401.899231,-401.891433,-401.890488,-401.93266,29.371
gdb_88579,CN1CC1C1=CCCC1,3.37608,1.07309,0.90981,1.3232,88.79,-0.2163,0.0215,0.2378,1369.7296,0.195203,-367.193434,-367.184498,-367.183554,-367.227793,33.849
gdb_98536,CCC(=O)C12CC1CC2,3.44319,1.07783,0.9092,2.6641,84.45,-0.2357,-0.0093,0.2264,1363.1217,0.181717,-387.092469,-387.083226,-387.082282,-387.127115,34.417
gdb_70622,CC12OC1CCC21CN1,2.362,1.86417,1.2934,1.3166,78.07,-0.2424,0.0701,0.3125,1043.3034,0.171799,-403.124855,-403.116731,-403.115787,-403.157149,32.303
gdb_109,C(C#N)C#N,21.0592,2.92609,2.61064,3.6958,36.12,-0.3494,-0.0151,0.3344,429.0927,0.044642,-224.94466,-224.939832,-224.938888,-224.972334,15.259
gdb_110193,COC1C(OC1=N)C=O,2.39449,1.24983,0.87822,1.3402,68.62,-0.2667,-0.0502,0.2165,1282.9732,0.121539,-475.004405,-474.99527,-474.994326,-475.03944,31.334
gdb_23077,ON=C1CC2CCC2=C1,4.5293,1.05795,0.89811,1.8978,86.51,-0.2111,-0.0217,0.1894,1281.1376,0.148578,-401.898817,-401.891004,-401.89006,-401.931169,30.639
gdb_28411,OC1=NC=C(O)C(=N)O1,3.26131,1.45811,1.00761,3.0038,66.7,-0.2125,-0.0352,0.1774,1067.1298,0.090121,-489.919514,-489.912162,-489.911218,-489.951326,28.068
gdb_50313,O=CN1CC2NC2C1=O,3.26848,1.45856,1.11058,6.7761,67.18,-0.2452,-0.0334,0.2118,1047.1931,0.113987,-453.969706,-453.962244,-453.9613,-454.002065,27.461
gdb_62965,CC1(O)C2NC2C11CO1,2.13479,1.87491,1.43056,2.5524,71.81,-0.2362,0.0592,0.2955,996.2841,0.145638,-439.003519,-438.995065,-438.99412,-439.035983,32.987
gdb_126677,CCCOc1cnon1,6.60922,0.71589,0.6538,3.7315,71.4,-0.2667,-0.0365,0.2302,1677.7766,0.135266,-455.1027,-455.09406,-455.093116,-455.137208,30.408
gdb_36411,N#CCC1OC2CC1C2,4.00115,1.07736,1.00709,3.6272,75.36,-0.2579,0.0314,0.2893,1204.8232,0.149614,-401.943357,-401.935887,-401.934943,-401.975871,29.08
gdb_32,C(C#N)N,32.19893,4.76299,4.30696,4.4361,31.81,-0.2683,0.0173,0.2855,295.6635,0.063305,-188.042067,-188.037478,-188.036534,-188.06863,14.488
gdb_101314,OCC(O)C1CN1C=O,2.91755,1.04752,0.93123,5.0316,70.19,-0.2432,0.0183,0.2615,1295.0173,0.145906,-476.200516,-476.191027,-476.190083,-476.23525,33.988
gdb_32952,Cc1ncc(o1)COC,4.42185,0.85987,0.75703,2.0421,77.3,-0.2338,0.0026,0.2364,1533.0744,0.14678,-439.114509,-439.105269,-439.104325,-439.149623,31.98
gdb_42070,C1CC=CCOC=NC1,2.05791,1.91517,1.14443,2.0242,81.66,-0.249,-0.0021,0.247,1105.5753,0.173128,-403.143824,-403.135761,-403.134816,-403.176214,31.66
gdb_69743,OC12CC1C1N=COC21,3.48275,1.60762,1.39589,1.7227,66.87,-0.2465,0.0177,0.2642,927.1019,0.12581,-437.857362,-437.850492,-437.849548,-437.888378,27.583
gdb_103793,CC(=O)C1CC1(C)CO,3.33894,0.92454,0.86864,3.7596,80.87,-0.2407,-0.0114,0.2293,1433.9563,0.179488,-424.237415,-424.226898,-424.225954,-424.273021,38.034
gdb_111766,COC1C2CCC12CO,1.91488,1.5798,1.0928,1.0279,79.0,-0.2377,0.0587,0.2964,1211.2778,0.181642,-424.178117,-424.168533,-424.167588,-424.212705,35.172
gdb_100965,CCC(C)C1(C)CC1C,2.19165,1.042,0.96928,0.0553,96.08,-0.2539,0.0817,0.3356,1500.8924,0.250053,-353.560648,-353.549199,-353.548255,-353.59675,43.126
gdb_39061,C1C2CC=CC3COC123,2.57599,1.90393,1.30376,1.5655,80.2,-0.2228,0.0217,0.2444,1006.5246,0.161344,-385.867239,-385.860013,-385.859068,-385.89879,29.317
gdb_2456,O=C1NC2CC2N1,6.26752,2.55039,2.12706,3.9101,53.04,-0.2336,0.0508,0.2843,610.7757,0.104649,-340.664551,-340.658986,-340.658041,-340.693637,21.826
gdb_47204,C1CC12C(=O)COC=N2,2.68847,1.76086,1.17058,0.9921,71.79,-0.241,-0.0325,0.2085,1018.9776,0.124882,-437.901323,-437.893644,-437.8927,-437.934346,28.649
gdb_32548,CNc1coccc1=O,2.68298,1.51878,0.97721,2.8054,77.14,-0.2017,-0.0307,0.171,1157.5611,0.125524,-437.928421,-437.920333,-437.919388,-437.961261,30.047
gdb_25015,N=C1NC(=CO1)C1CO1,4.30847,1.08269,0.9184,3.6032,70.36,-0.1994,0.0078,0.2072,1219.5528,0.113379,-453.939312,-453.931705,-453.930761,-453.971857,28.579
gdb_91451,CC1OC2CC1(C)C2=O,2.42266,1.70982,1.32619,2.7936,75.27,-0.2249,-0.0162,0.2087,1038.9385,0.158337,-423.024931,-423.016437,-423.015493,-423.057581,32.673
gdb_78108,CC1(O)CC2(O)C(O)C12,2.27098,1.6024,1.14834,1.4956,71.63,-0.2326,0.0689,0.3015,1109.7739,0.156563,-460.123294,-460.114045,-460.1131,-460.156278,36.397
gdb_8364,COCC12CC(C1)O2,5.36283,1.20049,1.17869,1.3186,69.14,-0.2344,0.0722,0.3066,1092.7227,0.152581,-384.855947,-384.847987,-384.847043,-384.889135,28.929
gdb_58587,CC(O)C1(C)CCCC1,2.21098,1.26362,1.23599,1.3658,87.18,-0.2581,0.0659,0.3239,1256.9021,0.229092,-389.512134,-389.501885,-389.500941,-389.547211,39.416
gdb_86984,CC1CC(CCC#N)C1,5.39164,0.59731,0.58431,4.4104,87.94,-0.2967,0.0394,0.336,1940.7671,0.194114,-367.2314,-367.221625,-367.220681,-367.266919,35.792
gdb_31531,Cc1cc(oc1C)NC,3.1704,1.12116,0.85247,1.1705,86.23,-0.1687,0.0467,0.2154,1403.8164,0.169845,-403.186399,-403.176342,-403.175398,-403.221713,35.907
gdb_16400,N=C1OCC2CC1O2,3.70714,2.29682,1.81037,3.3983,62.01,-0.2544,0.0136,0.268,748.6321,0.121446,-399.787831,-399.781731,-399.780786,-399.818006,23.906
gdb_100494,CCC(C)C#CCC=O,4.49461,0.51554,0.49165,2.8687,90.12,-0.2445,-0.0262,0.2183,2271.8926,0.178811,-387.08315,-387.071907,-387.070963,-387.122048,38.396
gdb_12090,CC1NC1C1(C)CN1,3.18504,1.63262,1.35202,2.3039,74.93,-0.2364,0.0674,0.3039,1009.6631,0.177163,-345.133654,-345.125059,-345.124115,-345.166994,32.521
gdb_25032,c1c([nH]c(=O)[nH]1)N2CC2,4.992,1.03761,0.89845,4.5849,72.64,-0.1819,0.0482,0.2301,1249.8088,0.125846,-434.088554,-434.08053,-434.079586,-434.121424,30.036
gdb_81073,CN1C2CC1(C2)C1CO1,2.83681,1.41164,1.1637,1.4974,79.68,-0.2176,0.0782,0.2959,1128.2523,0.170557,-403.042755,-403.034485,-403.033541,-403.075882,31.968
gdb_109626,CNC1C(N)C1(O)C#N,2.68693,1.12824,1.00083,6.4844,74.52,-0.2263,0.0168,0.2431,1261.4888,0.146942,-435.234405,-435.224693,-435.223749,-435.268799,35.485
gdb_127379,CN1CC1C1=CNN=C1,3.81363,1.06675,1.05361,1.7453,78.36,-0.2201,0.0161,0.2362,1210.3883,0.149877,-398.113135,-398.105049,-398.104105,-398.14671,30.236
gdb_95778,CC1CCCC(C)C1=O,2.13221,1.57421,0.98121,2.7222,85.55,-0.233,-0.0085,0.2245,1285.0802,0.206271,-388.346141,-388.336668,-388.335724,-388.380098,36.257
gdb_123322,C#Cc1c(con1)C#N,1.99375,1.9297,0.9806,1.1787,71.15,-0.287,-0.0649,0.2221,1073.8931,0.065787,-414.376942,-414.3697,-414.368756,-414.409042,26.237
gdb_132018,NC1=C(F)C(=N)N=CN1,2.37736,1.88253,1.05313,6.7559,71.32,-0.201,-0.0136,0.1874,1038.1121,0.102828,-474.1777,-474.170014,-474.16907,-474.209758,29.186
gdb_110293,CC1C2C1C(CO)C2O,3.01076,1.14222,1.01945,2.0465,78.71,-0.2382,0.0617,0.2999,1268.6635,0.182554,-424.187697,-424.178645,-424.177701,-424.221028,35.196
gdb_51376,O=COC1C2C3NC3C12,3.39569,1.37162,1.17096,5.7802,68.43,-0.2246,0.0273,0.2519,1046.049,0.123963,-437.798345,-437.79094,-437.789996,-437.830546,28.364
gdb_34027,C#CC12CCCCC1O2,3.27038,1.30273,1.07938,1.849,81.69,-0.2537,0.0272,0.281,1161.6596,0.159742,-385.860602,-385.852461,-385.851516,-385.893028,32.216
gdb_80917,CC12NC(C1O)C21CO1,2.85426,1.44566,1.26447,1.4723,72.4,-0.2461,0.0754,0.3215,1056.1387,0.147014,-438.989387,-438.98127,-438.980326,-439.021663,31.769
gdb_7964,OC1CC(=O)CC1O,3.53078,1.70256,1.35196,3.3014,60.31,-0.2416,-0.0184,0.2232,907.8892,0.130001,-420.904476,-420.89679,-420.895846,-420.936509,29.073
gdb_574,C1CC1CC#N,10.97625,1.97735,1.8089,4.0027,53.78,-0.3029,0.0346,0.3375,669.5084,0.108659,-249.358446,-249.352356,-249.351412,-249.388285,21.499
gdb_27460,c1cncc(=O)cc1O,2.4171,1.66809,0.9976,5.2259,77.45,-0.2352,-0.0879,0.1473,1094.9272,0.101831,-436.716074,-436.708627,-436.707683,-436.748454,27.944
gdb_129041,N=C1C=CNN=C1C#N,3.06198,1.55518,1.03135,6.7137,76.93,-0.2324,-0.0771,0.1553,1051.1048,0.092219,-411.804968,-411.797825,-411.796881,-411.836779,26.77
gdb_69958,CC12CC1C1CCC21C,2.37784,1.78186,1.32886,0.3173,88.72,-0.2246,0.0874,0.312,1092.9442,0.205922,-351.115252,-351.106665,-351.105721,-351.147505,35.289
gdb_70990,CC12OC3(COC13)C=C2,3.30722,1.63016,1.47496,0.6112,73.47,-0.2416,-0.016,0.2257,946.8728,0.133968,-421.668531,-421.661194,-421.660249,-421.699681,30.051
gdb_86391,CC1OC(C)C2(C)CC12,2.41951,1.50764,1.12879,1.358,85.72,-0.2459,0.0882,0.3341,1211.5017,0.205136,-388.305995,-388.296583,-388.295639,-388.339388,36.718
gdb_51035,C1C(CN1)(C#N)NC=O,2.1294,1.58609,1.15856,5.0078,69.83,-0.2511,0.0021,0.2533,1088.1874,0.124671,-434.066894,-434.058182,-434.057238,-434.100789,30.981
gdb_37504,C1C2C3C4C=CC3N1C24,3.74173,2.03342,1.7635,1.4355,78.07,-0.2205,0.0111,0.2315,822.9932,0.152245,-364.756808,-364.751308,-364.750364,-364.786196,24.983
gdb_87382,CC1OC11C(C)NC1=O,2.21473,1.57562,1.07277,4.4362,73.51,-0.2429,0.0145,0.2573,1158.6853,0.145767,-439.090691,-439.081506,-439.080562,-439.124646,33.575
gdb_88390,CC1CC1C(C)(C)C=O,2.05382,1.36864,1.14481,2.5299,85.73,-0.2469,-0.0213,0.2256,1252.4153,0.202913,-388.293068,-388.282526,-388.281582,-388.328389,39.279
gdb_43867,O=C1CC2(CC2C#N)N1,3.81234,1.03421,0.90855,4.465,72.32,-0.2631,0.0161,0.2792,1236.0267,0.112256,-416.825095,-416.816988,-416.816044,-416.858313,29.928
gdb_119592,CCCC12OC1CC=C2,4.31336,0.92753,0.84613,1.6686,83.91,-0.241,0.0064,0.2475,1457.2289,0.182175,-387.090147,-387.081277,-387.080333,-387.124119,33.743
gdb_87944,OC1CC11COC(=N)C1,3.4471,1.13319,1.05024,4.2283,73.91,-0.2516,0.0327,0.2844,1192.2342,0.148182,-439.085452,-439.077228,-439.076284,-439.11842,31.526
gdb_61173,CC(C#C)C(O)CC#N,3.45663,0.84269,0.7759,4.7952,78.7,-0.2702,0.0185,0.2887,1484.5125,0.144491,-401.926006,-401.915678,-401.914734,-401.961805,36.833
gdb_816,C1C(=NO)C=CN1,7.07707,1.99273,1.57507,2.4693,61.8,-0.1873,-0.0122,0.1751,733.962,0.103108,-340.601771,-340.595453,-340.594509,-340.631769,23.572
gdb_62197,NC(CNCC#N)C#N,5.44032,0.60171,0.56016,1.8458,74.69,-0.2686,0.0009,0.2695,1847.9866,0.136257,-414.186233,-414.176364,-414.17542,-414.222207,33.97
gdb_22261,CC(=NO)C1(CCC1)C,2.73711,1.10825,0.99707,0.5647,85.35,-0.2367,0.0187,0.2554,1327.2353,0.192139,-404.308221,-404.298089,-404.297145,-404.343294,37.958
gdb_56298,C(CNCC#N)C(=O)N,7.11207,0.50635,0.47828,4.6794,74.45,-0.2487,0.021,0.2697,2145.3247,0.146734,-435.300417,-435.289971,-435.289027,-435.33811,35.311
gdb_118613,COCC(NC=O)C#N,2.14681,1.07755,0.80197,5.0829,71.67,-0.2721,0.0055,0.2776,1434.5834,0.134444,-455.165392,-455.155422,-455.154478,-455.201795,33.477
gdb_46549,C1CC2(COC2)OC1=O,3.84972,1.16883,1.0577,3.3727,67.95,-0.2631,0.0052,0.2682,1143.1224,0.136595,-458.989408,-458.981733,-458.980788,-459.022325,28.584
gdb_39117,C1C2OCC12N1CCC1,3.90745,1.16098,1.02581,2.2771,79.68,-0.1968,0.0807,0.2775,1214.2663,0.17149,-403.067873,-403.059864,-403.05892,-403.100906,30.907
gdb_69909,CC12CN1C1CC2C1=O,2.68994,1.84097,1.45235,3.2623,75.35,-0.2333,-0.0083,0.225,954.3131,0.148403,-401.909433,-401.90208,-401.901135,-401.940891,29.782
gdb_10607,CCC1(CC1C)OC,2.34419,1.70709,1.3075,1.1649,78.52,-0.2396,0.0846,0.3242,1101.9959,0.197852,-350.189914,-350.180023,-350.179079,-350.224199,36.13
gdb_37511,C1C2C3C4CC(C2O4)N13,3.2875,2.21261,1.92317,0.6626,72.46,-0.2227,0.0879,0.3106,793.0362,0.153223,-401.917865,-401.912601,-401.911657,-401.947136,24.07
gdb_106548,CC1C2CC1(CO)C2O,1.97769,1.58023,1.25521,2.027,78.51,-0.2548,0.0611,0.3159,1142.1566,0.182163,-424.170398,-424.161208,-424.160264,-424.203929,35.506
gdb_72931,CC12CCC1C1COC21,2.60816,1.70722,1.46049,1.6314,80.9,-0.2374,0.0716,0.309,1020.226,0.183573,-387.039432,-387.031598,-387.030654,-387.071644,31.53
gdb_78495,CC12OC3C(O)C1C23C,2.49542,1.63048,1.29305,2.5923,75.0,-0.2305,0.0813,0.3117,1064.5915,0.158119,-422.975529,-422.967039,-422.966095,-423.008128,32.987
gdb_1068,CNc1cocn1,7.74692,2.01171,1.62084,1.601,55.52,-0.1986,0.0135,0.2122,731.0147,0.103561,-340.656628,-340.650307,-340.649363,-340.686868,22.711
gdb_36491,N#CCC1CCN2CC12,4.06971,1.00758,0.88531,2.8325,78.57,-0.243,0.0336,0.2766,1304.6396,0.161613,-382.071572,-382.063539,-382.062595,-382.104671,30.624
gdb_26174,CN(C)c1ccoc1O,2.67964,1.32356,1.07614,2.2725,74.71,-0.1948,0.0353,0.2301,1180.6367,0.147117,-439.091826,-439.082957,-439.082013,-439.125504,33.032
gdb_57588,CC(C)(C=O)C(=O)C=O,2.62492,1.24274,1.05616,2.0183,69.31,-0.252,-0.1088,0.1431,1172.5755,0.130725,-458.98902,-458.978801,-458.977857,-459.024669,35.162
gdb_25,C(#N)C#N,0.0,4.73269,4.73269,0.0023,27.7,-0.3696,-0.0926,0.277,242.9308,0.015951,-185.648533,-185.644825,-185.64388,-185.667652,10.398
gdb_100481,OCC(O)C#CC1CN1,5.21729,0.57989,0.54457,1.3547,80.64,-0.2458,0.0102,0.2561,1984.8396,0.146699,-439.014266,-439.004441,-439.003497,-439.050775,34.695
gdb_104465,C1C(COCO1)(CO)O,3.18665,1.22648,1.09925,1.5718,66.47,-0.2578,0.071,0.3288,1149.0133,0.159971,-497.292123,-497.283599,-497.282654,-497.32494,32.952
gdb_64448,CC1(C)NCCOC1=N,2.18595,1.73347,1.25354,3.0367,79.92,-0.2292,0.0249,0.2542,1104.1394,0.183572,-420.418849,-420.409817,-420.408872,-420.452284,35.045
gdb_70498,CC12OC1CC=C2C#C,2.74971,1.5358,1.10882,1.8078,82.95,-0.2306,-0.0291,0.2015,1102.236,0.134239,-384.659081,-384.650777,-384.649833,-384.691599,32.13
gdb_122280,C1CC1(C=O)OCCO,2.51612,1.10019,0.84486,2.76,73.61,-0.249,-0.0267,0.2222,1380.4728,0.156588,-460.142577,-460.132921,-460.131977,-460.178349,34.766
gdb_56365,CC(C#C)(C#N)C1CO1,2.07671,1.44863,1.25028,4.0169,74.27,-0.2821,0.006,0.2881,1102.616,0.121282,-400.696086,-400.686771,-400.685827,-400.730175,33.64
